,duration,down,right,left,up
0,40.0,0.175,0.25,0.25,0.325
1,15.0,0.3333333333333333,0.3333333333333333,0.2,0.13333333333333333
2,59.0,0.1864406779661017,0.2711864406779661,0.3389830508474576,0.2033898305084746
3,72.0,0.20833333333333334,0.2222222222222222,0.25,0.3194444444444444
4,53.0,0.1509433962264151,0.32075471698113206,0.3018867924528302,0.22641509433962265
5,40.0,0.325,0.225,0.25,0.2
6,23.0,0.043478260869565216,0.43478260869565216,0.17391304347826086,0.34782608695652173
7,20.0,0.2,0.3,0.3,0.2
8,83.0,0.20481927710843373,0.2891566265060241,0.26506024096385544,0.24096385542168675
9,7.0,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855
10,15.0,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.13333333333333333
11,43.0,0.2558139534883721,0.27906976744186046,0.23255813953488372,0.23255813953488372
12,83.0,0.1686746987951807,0.30120481927710846,0.30120481927710846,0.2289156626506024
13,143.0,0.20279720279720279,0.24475524475524477,0.2517482517482518,0.3006993006993007
14,39.0,0.10256410256410256,0.3076923076923077,0.358974358974359,0.23076923076923078
15,11.0,0.0,0.45454545454545453,0.36363636363636365,0.18181818181818182
16,21.0,0.23809523809523808,0.47619047619047616,0.23809523809523808,0.047619047619047616
17,54.0,0.24074074074074073,0.2037037037037037,0.16666666666666666,0.3888888888888889
18,116.0,0.09482758620689655,0.28448275862068967,0.33620689655172414,0.28448275862068967
19,126.0,0.1349206349206349,0.30952380952380953,0.2698412698412698,0.2857142857142857
20,95.0,0.15789473684210525,0.3368421052631579,0.25263157894736843,0.25263157894736843
21,28.0,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.14285714285714285
22,19.0,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789
23,154.0,0.12987012987012986,0.2922077922077922,0.43506493506493504,0.14285714285714285
24,51.0,0.1568627450980392,0.21568627450980393,0.35294117647058826,0.27450980392156865
25,33.0,0.09090909090909091,0.3333333333333333,0.36363636363636365,0.21212121212121213
26,102.0,0.11764705882352941,0.30392156862745096,0.3431372549019608,0.23529411764705882
27,110.0,0.08181818181818182,0.2909090909090909,0.35454545454545455,0.2727272727272727
28,63.0,0.23809523809523808,0.20634920634920634,0.38095238095238093,0.1746031746031746
29,165.0,0.08484848484848485,0.18181818181818182,0.46060606060606063,0.2727272727272727
30,60.0,0.13333333333333333,0.23333333333333334,0.25,0.38333333333333336
31,24.0,0.08333333333333333,0.2916666666666667,0.4166666666666667,0.20833333333333334
32,38.0,0.15789473684210525,0.21052631578947367,0.39473684210526316,0.23684210526315788
33,41.0,0.07317073170731707,0.36585365853658536,0.34146341463414637,0.21951219512195122
