,duration,down,right,left,up
29,288.0,0.2951388888888889,0.1875,0.20833333333333334,0.3090277777777778
30,75.0,0.22666666666666666,0.16,0.28,0.3333333333333333
31,79.0,0.25316455696202533,0.24050632911392406,0.25316455696202533,0.25316455696202533
32,324.0,0.20987654320987653,0.21604938271604937,0.24691358024691357,0.3271604938271605
33,44.0,0.36363636363636365,0.09090909090909091,0.22727272727272727,0.3181818181818182
34,104.0,0.38461538461538464,0.19230769230769232,0.22115384615384615,0.20192307692307693
35,59.0,0.3559322033898305,0.1864406779661017,0.15254237288135594,0.3050847457627119
36,23.0,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.34782608695652173
37,27.0,0.3333333333333333,0.14814814814814814,0.25925925925925924,0.25925925925925924
38,70.0,0.22857142857142856,0.3142857142857143,0.18571428571428572,0.2714285714285714
39,45.0,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.4
40,44.0,0.18181818181818182,0.2727272727272727,0.20454545454545456,0.3409090909090909
41,194.0,0.26804123711340205,0.18041237113402062,0.2268041237113402,0.3247422680412371
42,104.0,0.3269230769230769,0.27884615384615385,0.18269230769230768,0.21153846153846154
43,93.0,0.3118279569892473,0.17204301075268819,0.22580645161290322,0.2903225806451613
44,70.0,0.2571428571428571,0.18571428571428572,0.24285714285714285,0.3142857142857143
45,203.0,0.29064039408866993,0.2413793103448276,0.16748768472906403,0.30049261083743845
46,30.0,0.16666666666666666,0.3,0.3,0.23333333333333334
47,99.0,0.26262626262626265,0.1717171717171717,0.2222222222222222,0.3434343434343434
48,92.0,0.2608695652173913,0.29347826086956524,0.14130434782608695,0.30434782608695654
49,79.0,0.27848101265822783,0.17721518987341772,0.22784810126582278,0.31645569620253167
50,30.0,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.3
51,75.0,0.28,0.26666666666666666,0.17333333333333334,0.28
52,56.0,0.21428571428571427,0.17857142857142858,0.32142857142857145,0.2857142857142857
53,60.0,0.2,0.2,0.21666666666666667,0.38333333333333336
54,31.0,0.1935483870967742,0.1935483870967742,0.16129032258064516,0.45161290322580644
55,78.0,0.23076923076923078,0.14102564102564102,0.3076923076923077,0.32051282051282054
56,136.0,0.3014705882352941,0.27205882352941174,0.17647058823529413,0.25
57,37.0,0.1891891891891892,0.2972972972972973,0.21621621621621623,0.2972972972972973
58,117.0,0.36752136752136755,0.1452991452991453,0.1794871794871795,0.3076923076923077
59,43.0,0.3023255813953488,0.20930232558139536,0.16279069767441862,0.32558139534883723
60,29.0,0.3448275862068966,0.20689655172413793,0.13793103448275862,0.3103448275862069
61,24.0,0.2916666666666667,0.375,0.08333333333333333,0.25
62,72.0,0.3194444444444444,0.25,0.16666666666666666,0.2638888888888889
63,88.0,0.23863636363636365,0.22727272727272727,0.22727272727272727,0.3068181818181818
64,142.0,0.2746478873239437,0.18309859154929578,0.20422535211267606,0.3380281690140845
65,21.0,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.5714285714285714
66,20.0,0.25,0.05,0.15,0.55
67,119.0,0.29411764705882354,0.25210084033613445,0.14285714285714285,0.31092436974789917
68,16.0,0.375,0.1875,0.25,0.1875
69,43.0,0.3953488372093023,0.18604651162790697,0.11627906976744186,0.3023255813953488
70,104.0,0.4519230769230769,0.23076923076923078,0.15384615384615385,0.16346153846153846
71,50.0,0.3,0.26,0.1,0.34
72,30.0,0.2,0.3,0.13333333333333333,0.36666666666666664
73,151.0,0.32450331125827814,0.23178807947019867,0.19205298013245034,0.25165562913907286
74,41.0,0.21951219512195122,0.24390243902439024,0.2926829268292683,0.24390243902439024
75,108.0,0.2962962962962963,0.25,0.16666666666666666,0.28703703703703703
76,21.0,0.23809523809523808,0.19047619047619047,0.09523809523809523,0.47619047619047616
77,134.0,0.21641791044776118,0.3283582089552239,0.1791044776119403,0.27611940298507465
78,15.0,0.06666666666666667,0.3333333333333333,0.2,0.4
79,16.0,0.375,0.25,0.0625,0.3125
80,53.0,0.37735849056603776,0.2641509433962264,0.1509433962264151,0.20754716981132076
81,17.0,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.29411764705882354
82,46.0,0.2826086956521739,0.3695652173913043,0.08695652173913043,0.2608695652173913
83,19.0,0.21052631578947367,0.3157894736842105,0.10526315789473684,0.3684210526315789
84,104.0,0.38461538461538464,0.2403846153846154,0.14423076923076922,0.23076923076923078
85,24.0,0.3333333333333333,0.20833333333333334,0.08333333333333333,0.375
86,56.0,0.32142857142857145,0.26785714285714285,0.23214285714285715,0.17857142857142858
87,90.0,0.26666666666666666,0.2777777777777778,0.15555555555555556,0.3
88,195.0,0.23076923076923078,0.26666666666666666,0.1641025641025641,0.3384615384615385
89,96.0,0.34375,0.3333333333333333,0.10416666666666667,0.21875
90,141.0,0.3191489361702128,0.2907801418439716,0.14893617021276595,0.24113475177304963
91,101.0,0.2376237623762376,0.31683168316831684,0.19801980198019803,0.24752475247524752
92,62.0,0.3870967741935484,0.24193548387096775,0.14516129032258066,0.22580645161290322
93,16.0,0.5625,0.1875,0.0625,0.1875
94,107.0,0.3925233644859813,0.18691588785046728,0.14018691588785046,0.2803738317757009
95,72.0,0.19444444444444445,0.2916666666666667,0.125,0.3888888888888889
96,39.0,0.41025641025641024,0.1794871794871795,0.10256410256410256,0.3076923076923077
97,56.0,0.32142857142857145,0.23214285714285715,0.05357142857142857,0.39285714285714285
98,8.0,0.375,0.5,0.125,0.0
99,48.0,0.375,0.125,0.2916666666666667,0.20833333333333334
