,duration,down,right,left,up
32,34.0,0.38235294117647056,0.29411764705882354,0.3235294117647059,0.0
33,32.0,0.375,0.25,0.34375,0.03125
34,64.0,0.125,0.25,0.625,0.0
35,1.0,0.0,1.0,0.0,0.0
36,93.0,0.053763440860215055,0.16129032258064516,0.7849462365591398,0.0
37,74.0,0.013513513513513514,0.12162162162162163,0.8648648648648649,0.0
38,25.0,0.04,0.04,0.92,0.0
39,10.0,0.1,0.1,0.8,0.0
40,1.0,0.0,0.0,1.0,0.0
41,16.0,0.125,0.0625,0.8125,0.0
42,25.0,0.0,0.08,0.92,0.0
43,44.0,0.022727272727272728,0.18181818181818182,0.7954545454545454,0.0
44,33.0,0.0,0.15151515151515152,0.8484848484848485,0.0
45,40.0,0.025,0.25,0.725,0.0
46,38.0,0.05263157894736842,0.23684210526315788,0.7105263157894737,0.0
47,316.0,0.0189873417721519,0.4778481012658228,0.5031645569620253,0.0
48,63.0,0.0,0.8095238095238095,0.19047619047619047,0.0
49,48.0,0.0,0.8333333333333334,0.16666666666666666,0.0
50,82.0,0.012195121951219513,0.8048780487804879,0.18292682926829268,0.0
51,127.0,0.007874015748031496,0.8188976377952756,0.1732283464566929,0.0
52,26.0,0.0,0.7692307692307693,0.23076923076923078,0.0
53,107.0,0.009345794392523364,0.6448598130841121,0.34579439252336447,0.0
54,1.0,0.0,1.0,0.0,0.0
55,99.0,0.0,0.6363636363636364,0.36363636363636365,0.0
56,39.0,0.07692307692307693,0.6666666666666666,0.2564102564102564,0.0
57,116.0,0.008620689655172414,0.3275862068965517,0.6637931034482759,0.0
58,86.0,0.0,0.4186046511627907,0.5813953488372093,0.0
59,21.0,0.047619047619047616,0.5714285714285714,0.38095238095238093,0.0
60,21.0,0.0,0.42857142857142855,0.5714285714285714,0.0
61,13.0,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.0
62,73.0,0.0273972602739726,0.3424657534246575,0.6164383561643836,0.0136986301369863
63,78.0,0.01282051282051282,0.1794871794871795,0.8076923076923077,0.0
64,17.0,0.058823529411764705,0.35294117647058826,0.5882352941176471,0.0
65,80.0,0.0375,0.3125,0.65,0.0
66,70.0,0.014285714285714285,0.18571428571428572,0.8,0.0
67,69.0,0.014492753623188406,0.3188405797101449,0.6666666666666666,0.0
68,97.0,0.010309278350515464,0.3711340206185567,0.6185567010309279,0.0
69,17.0,0.0,0.23529411764705882,0.7647058823529411,0.0
70,37.0,0.0,0.43243243243243246,0.5675675675675675,0.0
71,111.0,0.009009009009009009,0.5405405405405406,0.45045045045045046,0.0
72,56.0,0.0,0.625,0.375,0.0
73,84.0,0.0,0.7261904761904762,0.27380952380952384,0.0
74,24.0,0.0,0.8333333333333334,0.16666666666666666,0.0
75,57.0,0.0,0.8947368421052632,0.10526315789473684,0.0
76,29.0,0.0,0.896551724137931,0.10344827586206896,0.0
77,8.0,0.0,0.875,0.125,0.0
78,27.0,0.0,0.6666666666666666,0.3333333333333333,0.0
79,99.0,0.0,0.696969696969697,0.30303030303030304,0.0
80,45.0,0.0,0.7333333333333333,0.26666666666666666,0.0
81,107.0,0.0,0.616822429906542,0.38317757009345793,0.0
82,183.0,0.0,0.6994535519125683,0.3005464480874317,0.0
83,12.0,0.0,0.75,0.25,0.0
84,335.0,0.0,0.5611940298507463,0.4388059701492537,0.0
85,66.0,0.015151515151515152,0.6212121212121212,0.36363636363636365,0.0
86,81.0,0.0,0.4691358024691358,0.5308641975308642,0.0
87,150.0,0.006666666666666667,0.32666666666666666,0.6666666666666666,0.0
88,189.0,0.005291005291005291,0.5026455026455027,0.49206349206349204,0.0
89,1.0,0.0,1.0,0.0,0.0
90,1.0,0.0,1.0,0.0,0.0
91,105.0,0.0,0.17142857142857143,0.8285714285714286,0.0
92,39.0,0.0,0.1794871794871795,0.8205128205128205,0.0
93,7.0,0.0,0.0,1.0,0.0
94,21.0,0.0,0.14285714285714285,0.8571428571428571,0.0
95,67.0,0.0,0.08955223880597014,0.9104477611940298,0.0
96,46.0,0.0,0.043478260869565216,0.9565217391304348,0.0
97,12.0,0.0,0.0,1.0,0.0
98,18.0,0.0,0.05555555555555555,0.9444444444444444,0.0
99,16.0,0.0,0.125,0.875,0.0
100,67.0,0.0,0.16417910447761194,0.835820895522388,0.0
101,66.0,0.15151515151515152,0.22727272727272727,0.6212121212121212,0.0
102,28.0,0.0,0.21428571428571427,0.7857142857142857,0.0
103,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0
104,95.0,0.18947368421052632,0.6105263157894737,0.2,0.0
105,1.0,0.0,1.0,0.0,0.0
106,19.0,0.21052631578947367,0.7368421052631579,0.05263157894736842,0.0
107,14.0,0.2857142857142857,0.7142857142857143,0.0,0.0
108,19.0,0.21052631578947367,0.631578947368421,0.15789473684210525,0.0
109,181.0,0.19889502762430938,0.5966850828729282,0.20441988950276244,0.0
110,190.0,0.11052631578947368,0.7631578947368421,0.12631578947368421,0.0
111,14.0,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.0
112,57.0,0.19298245614035087,0.5614035087719298,0.24561403508771928,0.0
113,20.0,0.0,0.55,0.45,0.0
114,65.0,0.12307692307692308,0.4,0.47692307692307695,0.0
115,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0
116,42.0,0.14285714285714285,0.5952380952380952,0.2619047619047619,0.0
117,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
118,20.0,0.45,0.25,0.3,0.0
119,15.0,0.13333333333333333,0.06666666666666667,0.8,0.0
120,1.0,0.0,0.0,1.0,0.0
121,16.0,0.75,0.0,0.25,0.0
122,23.0,0.782608695652174,0.043478260869565216,0.17391304347826086,0.0
123,31.0,1.0,0.0,0.0,0.0
124,28.0,1.0,0.0,0.0,0.0
125,12.0,1.0,0.0,0.0,0.0
126,27.0,1.0,0.0,0.0,0.0
127,56.0,1.0,0.0,0.0,0.0
128,91.0,1.0,0.0,0.0,0.0
129,155.0,1.0,0.0,0.0,0.0
130,28.0,1.0,0.0,0.0,0.0
131,131.0,1.0,0.0,0.0,0.0
132,62.0,1.0,0.0,0.0,0.0
133,50.0,1.0,0.0,0.0,0.0
134,1.0,1.0,0.0,0.0,0.0
135,23.0,1.0,0.0,0.0,0.0
136,29.0,1.0,0.0,0.0,0.0
137,13.0,1.0,0.0,0.0,0.0
138,27.0,1.0,0.0,0.0,0.0
139,6.0,1.0,0.0,0.0,0.0
140,2.0,1.0,0.0,0.0,0.0
141,24.0,1.0,0.0,0.0,0.0
142,29.0,1.0,0.0,0.0,0.0
143,41.0,1.0,0.0,0.0,0.0
144,50.0,1.0,0.0,0.0,0.0
145,98.0,1.0,0.0,0.0,0.0
146,84.0,1.0,0.0,0.0,0.0
147,36.0,1.0,0.0,0.0,0.0
148,172.0,1.0,0.0,0.0,0.0
149,45.0,1.0,0.0,0.0,0.0
150,16.0,1.0,0.0,0.0,0.0
151,4.0,1.0,0.0,0.0,0.0
152,91.0,1.0,0.0,0.0,0.0
153,16.0,1.0,0.0,0.0,0.0
154,11.0,1.0,0.0,0.0,0.0
155,30.0,1.0,0.0,0.0,0.0
156,14.0,1.0,0.0,0.0,0.0
157,96.0,1.0,0.0,0.0,0.0
158,122.0,1.0,0.0,0.0,0.0
159,4.0,1.0,0.0,0.0,0.0
160,5.0,1.0,0.0,0.0,0.0
161,16.0,1.0,0.0,0.0,0.0
162,2.0,1.0,0.0,0.0,0.0
163,56.0,1.0,0.0,0.0,0.0
164,78.0,1.0,0.0,0.0,0.0
165,51.0,1.0,0.0,0.0,0.0
166,3.0,1.0,0.0,0.0,0.0
167,64.0,1.0,0.0,0.0,0.0
168,118.0,1.0,0.0,0.0,0.0
169,103.0,1.0,0.0,0.0,0.0
170,69.0,1.0,0.0,0.0,0.0
171,72.0,1.0,0.0,0.0,0.0
172,21.0,1.0,0.0,0.0,0.0
173,19.0,1.0,0.0,0.0,0.0
174,36.0,1.0,0.0,0.0,0.0
175,18.0,1.0,0.0,0.0,0.0
176,11.0,1.0,0.0,0.0,0.0
177,30.0,1.0,0.0,0.0,0.0
178,27.0,1.0,0.0,0.0,0.0
179,20.0,1.0,0.0,0.0,0.0
180,2.0,1.0,0.0,0.0,0.0
181,62.0,1.0,0.0,0.0,0.0
182,2.0,1.0,0.0,0.0,0.0
183,3.0,1.0,0.0,0.0,0.0
184,35.0,1.0,0.0,0.0,0.0
185,3.0,1.0,0.0,0.0,0.0
186,36.0,1.0,0.0,0.0,0.0
187,29.0,1.0,0.0,0.0,0.0
188,81.0,1.0,0.0,0.0,0.0
189,77.0,1.0,0.0,0.0,0.0
190,31.0,1.0,0.0,0.0,0.0
191,105.0,1.0,0.0,0.0,0.0
192,12.0,1.0,0.0,0.0,0.0
193,34.0,1.0,0.0,0.0,0.0
194,26.0,1.0,0.0,0.0,0.0
195,30.0,1.0,0.0,0.0,0.0
196,21.0,1.0,0.0,0.0,0.0
197,20.0,1.0,0.0,0.0,0.0
198,62.0,1.0,0.0,0.0,0.0
199,36.0,1.0,0.0,0.0,0.0
200,19.0,1.0,0.0,0.0,0.0
201,55.0,1.0,0.0,0.0,0.0
202,76.0,1.0,0.0,0.0,0.0
203,97.0,1.0,0.0,0.0,0.0
204,14.0,1.0,0.0,0.0,0.0
205,44.0,1.0,0.0,0.0,0.0
206,26.0,1.0,0.0,0.0,0.0
207,18.0,1.0,0.0,0.0,0.0
208,15.0,1.0,0.0,0.0,0.0
209,38.0,1.0,0.0,0.0,0.0
210,122.0,1.0,0.0,0.0,0.0
211,7.0,1.0,0.0,0.0,0.0
212,19.0,1.0,0.0,0.0,0.0
213,35.0,1.0,0.0,0.0,0.0
214,60.0,1.0,0.0,0.0,0.0
215,20.0,1.0,0.0,0.0,0.0
216,20.0,1.0,0.0,0.0,0.0
217,12.0,1.0,0.0,0.0,0.0
218,70.0,1.0,0.0,0.0,0.0
219,36.0,1.0,0.0,0.0,0.0
220,86.0,1.0,0.0,0.0,0.0
221,16.0,1.0,0.0,0.0,0.0
222,24.0,1.0,0.0,0.0,0.0
223,16.0,1.0,0.0,0.0,0.0
224,49.0,1.0,0.0,0.0,0.0
225,39.0,1.0,0.0,0.0,0.0
226,77.0,1.0,0.0,0.0,0.0
227,23.0,1.0,0.0,0.0,0.0
228,69.0,1.0,0.0,0.0,0.0
229,3.0,1.0,0.0,0.0,0.0
230,8.0,1.0,0.0,0.0,0.0
231,84.0,1.0,0.0,0.0,0.0
232,11.0,1.0,0.0,0.0,0.0
233,40.0,1.0,0.0,0.0,0.0
234,1.0,1.0,0.0,0.0,0.0
235,60.0,1.0,0.0,0.0,0.0
236,35.0,1.0,0.0,0.0,0.0
237,38.0,1.0,0.0,0.0,0.0
238,74.0,1.0,0.0,0.0,0.0
239,29.0,1.0,0.0,0.0,0.0
240,75.0,1.0,0.0,0.0,0.0
241,26.0,1.0,0.0,0.0,0.0
242,58.0,1.0,0.0,0.0,0.0
243,34.0,1.0,0.0,0.0,0.0
244,37.0,1.0,0.0,0.0,0.0
245,16.0,1.0,0.0,0.0,0.0
246,79.0,1.0,0.0,0.0,0.0
247,117.0,1.0,0.0,0.0,0.0
248,21.0,1.0,0.0,0.0,0.0
249,22.0,1.0,0.0,0.0,0.0
250,80.0,1.0,0.0,0.0,0.0
251,35.0,1.0,0.0,0.0,0.0
252,50.0,1.0,0.0,0.0,0.0
253,145.0,1.0,0.0,0.0,0.0
254,46.0,1.0,0.0,0.0,0.0
255,30.0,1.0,0.0,0.0,0.0
256,30.0,1.0,0.0,0.0,0.0
257,56.0,1.0,0.0,0.0,0.0
258,34.0,1.0,0.0,0.0,0.0
259,32.0,1.0,0.0,0.0,0.0
260,5.0,1.0,0.0,0.0,0.0
261,107.0,1.0,0.0,0.0,0.0
262,19.0,1.0,0.0,0.0,0.0
263,59.0,1.0,0.0,0.0,0.0
264,32.0,1.0,0.0,0.0,0.0
265,3.0,1.0,0.0,0.0,0.0
266,27.0,1.0,0.0,0.0,0.0
267,17.0,1.0,0.0,0.0,0.0
268,57.0,1.0,0.0,0.0,0.0
269,45.0,1.0,0.0,0.0,0.0
270,72.0,1.0,0.0,0.0,0.0
271,6.0,1.0,0.0,0.0,0.0
272,14.0,1.0,0.0,0.0,0.0
273,19.0,1.0,0.0,0.0,0.0
274,37.0,1.0,0.0,0.0,0.0
275,8.0,1.0,0.0,0.0,0.0
276,20.0,1.0,0.0,0.0,0.0
277,28.0,1.0,0.0,0.0,0.0
278,25.0,1.0,0.0,0.0,0.0
279,27.0,1.0,0.0,0.0,0.0
280,4.0,1.0,0.0,0.0,0.0
281,11.0,1.0,0.0,0.0,0.0
282,31.0,1.0,0.0,0.0,0.0
283,34.0,1.0,0.0,0.0,0.0
284,26.0,1.0,0.0,0.0,0.0
285,54.0,1.0,0.0,0.0,0.0
286,13.0,1.0,0.0,0.0,0.0
287,26.0,1.0,0.0,0.0,0.0
288,23.0,1.0,0.0,0.0,0.0
289,6.0,1.0,0.0,0.0,0.0
290,148.0,1.0,0.0,0.0,0.0
291,47.0,1.0,0.0,0.0,0.0
292,16.0,1.0,0.0,0.0,0.0
293,148.0,1.0,0.0,0.0,0.0
294,145.0,1.0,0.0,0.0,0.0
295,19.0,1.0,0.0,0.0,0.0
296,26.0,1.0,0.0,0.0,0.0
297,29.0,1.0,0.0,0.0,0.0
298,25.0,1.0,0.0,0.0,0.0
299,43.0,1.0,0.0,0.0,0.0
300,45.0,1.0,0.0,0.0,0.0
301,11.0,1.0,0.0,0.0,0.0
302,41.0,1.0,0.0,0.0,0.0
303,79.0,1.0,0.0,0.0,0.0
304,1.0,1.0,0.0,0.0,0.0
305,111.0,1.0,0.0,0.0,0.0
306,38.0,1.0,0.0,0.0,0.0
307,45.0,1.0,0.0,0.0,0.0
308,1.0,1.0,0.0,0.0,0.0
309,22.0,1.0,0.0,0.0,0.0
310,14.0,1.0,0.0,0.0,0.0
311,106.0,1.0,0.0,0.0,0.0
312,78.0,1.0,0.0,0.0,0.0
313,44.0,1.0,0.0,0.0,0.0
314,11.0,1.0,0.0,0.0,0.0
315,10.0,1.0,0.0,0.0,0.0
316,77.0,1.0,0.0,0.0,0.0
317,82.0,1.0,0.0,0.0,0.0
318,38.0,1.0,0.0,0.0,0.0
319,137.0,1.0,0.0,0.0,0.0
320,19.0,1.0,0.0,0.0,0.0
321,49.0,1.0,0.0,0.0,0.0
322,1.0,1.0,0.0,0.0,0.0
323,47.0,1.0,0.0,0.0,0.0
324,10.0,1.0,0.0,0.0,0.0
325,61.0,1.0,0.0,0.0,0.0
326,17.0,1.0,0.0,0.0,0.0
327,88.0,1.0,0.0,0.0,0.0
328,22.0,1.0,0.0,0.0,0.0
329,7.0,1.0,0.0,0.0,0.0
330,52.0,1.0,0.0,0.0,0.0
331,17.0,1.0,0.0,0.0,0.0
332,35.0,1.0,0.0,0.0,0.0
333,10.0,1.0,0.0,0.0,0.0
334,101.0,1.0,0.0,0.0,0.0
335,16.0,1.0,0.0,0.0,0.0
336,93.0,1.0,0.0,0.0,0.0
337,14.0,1.0,0.0,0.0,0.0
338,23.0,1.0,0.0,0.0,0.0
339,18.0,1.0,0.0,0.0,0.0
340,23.0,1.0,0.0,0.0,0.0
341,19.0,1.0,0.0,0.0,0.0
342,28.0,1.0,0.0,0.0,0.0
343,3.0,1.0,0.0,0.0,0.0
344,30.0,1.0,0.0,0.0,0.0
345,4.0,1.0,0.0,0.0,0.0
346,96.0,1.0,0.0,0.0,0.0
347,14.0,0.9285714285714286,0.07142857142857142,0.0,0.0
348,11.0,1.0,0.0,0.0,0.0
349,56.0,1.0,0.0,0.0,0.0
350,52.0,1.0,0.0,0.0,0.0
351,25.0,1.0,0.0,0.0,0.0
352,39.0,1.0,0.0,0.0,0.0
353,69.0,1.0,0.0,0.0,0.0
354,103.0,1.0,0.0,0.0,0.0
355,15.0,1.0,0.0,0.0,0.0
356,58.0,1.0,0.0,0.0,0.0
357,13.0,1.0,0.0,0.0,0.0
358,10.0,1.0,0.0,0.0,0.0
359,9.0,1.0,0.0,0.0,0.0
360,62.0,1.0,0.0,0.0,0.0
361,93.0,1.0,0.0,0.0,0.0
362,18.0,1.0,0.0,0.0,0.0
363,8.0,1.0,0.0,0.0,0.0
364,42.0,1.0,0.0,0.0,0.0
365,110.0,1.0,0.0,0.0,0.0
366,24.0,1.0,0.0,0.0,0.0
367,7.0,1.0,0.0,0.0,0.0
368,15.0,1.0,0.0,0.0,0.0
369,61.0,1.0,0.0,0.0,0.0
370,45.0,1.0,0.0,0.0,0.0
371,3.0,1.0,0.0,0.0,0.0
372,32.0,1.0,0.0,0.0,0.0
373,2.0,1.0,0.0,0.0,0.0
374,34.0,1.0,0.0,0.0,0.0
375,5.0,1.0,0.0,0.0,0.0
376,38.0,1.0,0.0,0.0,0.0
377,22.0,1.0,0.0,0.0,0.0
378,27.0,1.0,0.0,0.0,0.0
379,5.0,1.0,0.0,0.0,0.0
380,38.0,1.0,0.0,0.0,0.0
381,20.0,1.0,0.0,0.0,0.0
382,11.0,1.0,0.0,0.0,0.0
383,49.0,1.0,0.0,0.0,0.0
384,58.0,1.0,0.0,0.0,0.0
385,24.0,1.0,0.0,0.0,0.0
386,93.0,1.0,0.0,0.0,0.0
387,26.0,1.0,0.0,0.0,0.0
388,69.0,1.0,0.0,0.0,0.0
389,76.0,1.0,0.0,0.0,0.0
390,15.0,1.0,0.0,0.0,0.0
391,84.0,1.0,0.0,0.0,0.0
392,80.0,1.0,0.0,0.0,0.0
393,2.0,1.0,0.0,0.0,0.0
394,36.0,1.0,0.0,0.0,0.0
395,32.0,1.0,0.0,0.0,0.0
396,132.0,1.0,0.0,0.0,0.0
397,1.0,1.0,0.0,0.0,0.0
398,48.0,1.0,0.0,0.0,0.0
399,53.0,1.0,0.0,0.0,0.0
400,103.0,1.0,0.0,0.0,0.0
401,43.0,1.0,0.0,0.0,0.0
402,25.0,1.0,0.0,0.0,0.0
403,56.0,1.0,0.0,0.0,0.0
404,31.0,1.0,0.0,0.0,0.0
405,35.0,1.0,0.0,0.0,0.0
406,5.0,1.0,0.0,0.0,0.0
407,58.0,1.0,0.0,0.0,0.0
408,52.0,1.0,0.0,0.0,0.0
409,64.0,1.0,0.0,0.0,0.0
410,27.0,1.0,0.0,0.0,0.0
411,96.0,1.0,0.0,0.0,0.0
412,11.0,1.0,0.0,0.0,0.0
413,117.0,1.0,0.0,0.0,0.0
414,88.0,1.0,0.0,0.0,0.0
415,18.0,1.0,0.0,0.0,0.0
416,8.0,1.0,0.0,0.0,0.0
417,60.0,1.0,0.0,0.0,0.0
418,60.0,1.0,0.0,0.0,0.0
419,15.0,1.0,0.0,0.0,0.0
420,8.0,1.0,0.0,0.0,0.0
421,84.0,1.0,0.0,0.0,0.0
422,59.0,1.0,0.0,0.0,0.0
423,39.0,1.0,0.0,0.0,0.0
424,127.0,1.0,0.0,0.0,0.0
425,86.0,1.0,0.0,0.0,0.0
426,13.0,1.0,0.0,0.0,0.0
427,6.0,1.0,0.0,0.0,0.0
428,93.0,1.0,0.0,0.0,0.0
429,11.0,1.0,0.0,0.0,0.0
430,17.0,1.0,0.0,0.0,0.0
431,36.0,1.0,0.0,0.0,0.0
432,36.0,1.0,0.0,0.0,0.0
433,34.0,1.0,0.0,0.0,0.0
434,17.0,1.0,0.0,0.0,0.0
435,15.0,1.0,0.0,0.0,0.0
436,22.0,1.0,0.0,0.0,0.0
437,18.0,1.0,0.0,0.0,0.0
438,29.0,1.0,0.0,0.0,0.0
439,14.0,1.0,0.0,0.0,0.0
440,6.0,1.0,0.0,0.0,0.0
441,12.0,1.0,0.0,0.0,0.0
442,108.0,1.0,0.0,0.0,0.0
443,12.0,1.0,0.0,0.0,0.0
444,30.0,1.0,0.0,0.0,0.0
445,23.0,1.0,0.0,0.0,0.0
446,38.0,1.0,0.0,0.0,0.0
447,23.0,1.0,0.0,0.0,0.0
448,62.0,1.0,0.0,0.0,0.0
449,45.0,1.0,0.0,0.0,0.0
450,33.0,1.0,0.0,0.0,0.0
451,2.0,1.0,0.0,0.0,0.0
452,25.0,1.0,0.0,0.0,0.0
453,53.0,1.0,0.0,0.0,0.0
454,15.0,1.0,0.0,0.0,0.0
455,16.0,1.0,0.0,0.0,0.0
456,3.0,1.0,0.0,0.0,0.0
457,2.0,1.0,0.0,0.0,0.0
458,28.0,1.0,0.0,0.0,0.0
459,166.0,0.9939759036144579,0.0,0.006024096385542169,0.0
460,50.0,1.0,0.0,0.0,0.0
461,4.0,1.0,0.0,0.0,0.0
462,3.0,1.0,0.0,0.0,0.0
463,116.0,1.0,0.0,0.0,0.0
464,11.0,1.0,0.0,0.0,0.0
465,38.0,1.0,0.0,0.0,0.0
466,2.0,1.0,0.0,0.0,0.0
467,7.0,1.0,0.0,0.0,0.0
468,46.0,1.0,0.0,0.0,0.0
469,21.0,1.0,0.0,0.0,0.0
470,60.0,1.0,0.0,0.0,0.0
471,9.0,1.0,0.0,0.0,0.0
472,26.0,1.0,0.0,0.0,0.0
473,16.0,1.0,0.0,0.0,0.0
474,34.0,1.0,0.0,0.0,0.0
475,21.0,1.0,0.0,0.0,0.0
476,20.0,1.0,0.0,0.0,0.0
477,28.0,1.0,0.0,0.0,0.0
478,62.0,1.0,0.0,0.0,0.0
479,23.0,1.0,0.0,0.0,0.0
480,78.0,1.0,0.0,0.0,0.0
481,61.0,1.0,0.0,0.0,0.0
482,38.0,1.0,0.0,0.0,0.0
483,20.0,1.0,0.0,0.0,0.0
484,20.0,1.0,0.0,0.0,0.0
485,13.0,1.0,0.0,0.0,0.0
486,7.0,1.0,0.0,0.0,0.0
487,8.0,1.0,0.0,0.0,0.0
488,121.0,1.0,0.0,0.0,0.0
489,12.0,1.0,0.0,0.0,0.0
490,29.0,1.0,0.0,0.0,0.0
491,79.0,1.0,0.0,0.0,0.0
492,20.0,1.0,0.0,0.0,0.0
493,18.0,1.0,0.0,0.0,0.0
494,8.0,1.0,0.0,0.0,0.0
495,15.0,1.0,0.0,0.0,0.0
496,27.0,1.0,0.0,0.0,0.0
497,40.0,1.0,0.0,0.0,0.0
498,45.0,1.0,0.0,0.0,0.0
499,27.0,1.0,0.0,0.0,0.0
500,141.0,1.0,0.0,0.0,0.0
501,4.0,1.0,0.0,0.0,0.0
502,1.0,1.0,0.0,0.0,0.0
503,3.0,1.0,0.0,0.0,0.0
504,30.0,1.0,0.0,0.0,0.0
505,42.0,1.0,0.0,0.0,0.0
506,24.0,1.0,0.0,0.0,0.0
507,18.0,1.0,0.0,0.0,0.0
508,62.0,1.0,0.0,0.0,0.0
509,17.0,1.0,0.0,0.0,0.0
510,11.0,1.0,0.0,0.0,0.0
511,55.0,1.0,0.0,0.0,0.0
512,34.0,1.0,0.0,0.0,0.0
513,28.0,1.0,0.0,0.0,0.0
514,13.0,1.0,0.0,0.0,0.0
515,24.0,1.0,0.0,0.0,0.0
516,16.0,1.0,0.0,0.0,0.0
517,2.0,1.0,0.0,0.0,0.0
518,10.0,1.0,0.0,0.0,0.0
519,139.0,1.0,0.0,0.0,0.0
520,25.0,1.0,0.0,0.0,0.0
521,2.0,1.0,0.0,0.0,0.0
522,62.0,1.0,0.0,0.0,0.0
523,59.0,1.0,0.0,0.0,0.0
524,7.0,1.0,0.0,0.0,0.0
525,138.0,0.9855072463768116,0.007246376811594203,0.0,0.007246376811594203
526,21.0,1.0,0.0,0.0,0.0
527,99.0,1.0,0.0,0.0,0.0
528,23.0,1.0,0.0,0.0,0.0
529,53.0,1.0,0.0,0.0,0.0
530,22.0,1.0,0.0,0.0,0.0
531,55.0,1.0,0.0,0.0,0.0
532,42.0,1.0,0.0,0.0,0.0
533,23.0,1.0,0.0,0.0,0.0
534,11.0,1.0,0.0,0.0,0.0
535,9.0,1.0,0.0,0.0,0.0
536,33.0,1.0,0.0,0.0,0.0
537,2.0,1.0,0.0,0.0,0.0
538,8.0,1.0,0.0,0.0,0.0
539,3.0,1.0,0.0,0.0,0.0
540,43.0,1.0,0.0,0.0,0.0
541,34.0,1.0,0.0,0.0,0.0
542,28.0,1.0,0.0,0.0,0.0
543,93.0,1.0,0.0,0.0,0.0
544,160.0,1.0,0.0,0.0,0.0
545,38.0,1.0,0.0,0.0,0.0
546,6.0,1.0,0.0,0.0,0.0
547,23.0,1.0,0.0,0.0,0.0
548,39.0,1.0,0.0,0.0,0.0
549,25.0,1.0,0.0,0.0,0.0
550,30.0,1.0,0.0,0.0,0.0
551,98.0,1.0,0.0,0.0,0.0
552,39.0,1.0,0.0,0.0,0.0
553,10.0,1.0,0.0,0.0,0.0
554,48.0,1.0,0.0,0.0,0.0
555,18.0,1.0,0.0,0.0,0.0
556,9.0,1.0,0.0,0.0,0.0
557,3.0,1.0,0.0,0.0,0.0
558,35.0,1.0,0.0,0.0,0.0
559,11.0,1.0,0.0,0.0,0.0
560,52.0,1.0,0.0,0.0,0.0
561,22.0,1.0,0.0,0.0,0.0
562,15.0,1.0,0.0,0.0,0.0
563,55.0,1.0,0.0,0.0,0.0
564,2.0,1.0,0.0,0.0,0.0
565,18.0,1.0,0.0,0.0,0.0
566,14.0,1.0,0.0,0.0,0.0
567,35.0,0.9714285714285714,0.0,0.02857142857142857,0.0
568,45.0,1.0,0.0,0.0,0.0
569,44.0,1.0,0.0,0.0,0.0
570,30.0,1.0,0.0,0.0,0.0
571,127.0,1.0,0.0,0.0,0.0
572,72.0,1.0,0.0,0.0,0.0
573,20.0,1.0,0.0,0.0,0.0
574,17.0,1.0,0.0,0.0,0.0
575,24.0,1.0,0.0,0.0,0.0
576,68.0,1.0,0.0,0.0,0.0
577,16.0,1.0,0.0,0.0,0.0
578,29.0,1.0,0.0,0.0,0.0
579,26.0,1.0,0.0,0.0,0.0
