,duration,down,right,left,up
32,34.0,0.38235294117647056,0.29411764705882354,0.3235294117647059,0.0
33,32.0,0.375,0.25,0.34375,0.03125
34,64.0,0.125,0.25,0.625,0.0
35,1.0,0.0,1.0,0.0,0.0
36,93.0,0.053763440860215055,0.16129032258064516,0.7849462365591398,0.0
37,74.0,0.013513513513513514,0.12162162162162163,0.8648648648648649,0.0
38,25.0,0.04,0.04,0.92,0.0
39,10.0,0.1,0.1,0.8,0.0
40,1.0,0.0,0.0,1.0,0.0
41,16.0,0.125,0.0625,0.8125,0.0
42,25.0,0.0,0.08,0.92,0.0
43,44.0,0.022727272727272728,0.18181818181818182,0.7954545454545454,0.0
44,33.0,0.0,0.15151515151515152,0.8484848484848485,0.0
45,40.0,0.025,0.25,0.725,0.0
46,38.0,0.05263157894736842,0.23684210526315788,0.7105263157894737,0.0
47,316.0,0.0189873417721519,0.4778481012658228,0.5031645569620253,0.0
48,63.0,0.0,0.8095238095238095,0.19047619047619047,0.0
49,48.0,0.0,0.8333333333333334,0.16666666666666666,0.0
50,82.0,0.012195121951219513,0.8048780487804879,0.18292682926829268,0.0
51,127.0,0.007874015748031496,0.8188976377952756,0.1732283464566929,0.0
52,26.0,0.0,0.7692307692307693,0.23076923076923078,0.0
53,107.0,0.009345794392523364,0.6448598130841121,0.34579439252336447,0.0
54,1.0,0.0,1.0,0.0,0.0
55,99.0,0.0,0.6363636363636364,0.36363636363636365,0.0
56,39.0,0.07692307692307693,0.6666666666666666,0.2564102564102564,0.0
57,116.0,0.008620689655172414,0.3275862068965517,0.6637931034482759,0.0
58,86.0,0.0,0.4186046511627907,0.5813953488372093,0.0
59,21.0,0.047619047619047616,0.5714285714285714,0.38095238095238093,0.0
60,21.0,0.0,0.42857142857142855,0.5714285714285714,0.0
61,13.0,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.0
62,73.0,0.0273972602739726,0.3424657534246575,0.6164383561643836,0.0136986301369863
63,78.0,0.01282051282051282,0.1794871794871795,0.8076923076923077,0.0
64,17.0,0.058823529411764705,0.35294117647058826,0.5882352941176471,0.0
65,80.0,0.0375,0.3125,0.65,0.0
66,70.0,0.014285714285714285,0.18571428571428572,0.8,0.0
67,69.0,0.014492753623188406,0.3188405797101449,0.6666666666666666,0.0
68,97.0,0.010309278350515464,0.3711340206185567,0.6185567010309279,0.0
69,17.0,0.0,0.23529411764705882,0.7647058823529411,0.0
70,37.0,0.0,0.43243243243243246,0.5675675675675675,0.0
71,111.0,0.009009009009009009,0.5405405405405406,0.45045045045045046,0.0
72,56.0,0.0,0.625,0.375,0.0
73,84.0,0.0,0.7261904761904762,0.27380952380952384,0.0
74,24.0,0.0,0.8333333333333334,0.16666666666666666,0.0
75,57.0,0.0,0.8947368421052632,0.10526315789473684,0.0
76,29.0,0.0,0.896551724137931,0.10344827586206896,0.0
77,8.0,0.0,0.875,0.125,0.0
78,27.0,0.0,0.6666666666666666,0.3333333333333333,0.0
79,99.0,0.0,0.696969696969697,0.30303030303030304,0.0
80,45.0,0.0,0.7333333333333333,0.26666666666666666,0.0
81,107.0,0.0,0.616822429906542,0.38317757009345793,0.0
82,183.0,0.0,0.6994535519125683,0.3005464480874317,0.0
83,12.0,0.0,0.75,0.25,0.0
84,335.0,0.0,0.5611940298507463,0.4388059701492537,0.0
85,66.0,0.015151515151515152,0.6212121212121212,0.36363636363636365,0.0
86,81.0,0.0,0.4691358024691358,0.5308641975308642,0.0
87,150.0,0.006666666666666667,0.32666666666666666,0.6666666666666666,0.0
88,189.0,0.005291005291005291,0.5026455026455027,0.49206349206349204,0.0
89,1.0,0.0,1.0,0.0,0.0
90,1.0,0.0,1.0,0.0,0.0
91,105.0,0.0,0.17142857142857143,0.8285714285714286,0.0
92,39.0,0.0,0.1794871794871795,0.8205128205128205,0.0
93,7.0,0.0,0.0,1.0,0.0
94,21.0,0.0,0.14285714285714285,0.8571428571428571,0.0
95,67.0,0.0,0.08955223880597014,0.9104477611940298,0.0
96,46.0,0.0,0.043478260869565216,0.9565217391304348,0.0
97,12.0,0.0,0.0,1.0,0.0
98,18.0,0.0,0.05555555555555555,0.9444444444444444,0.0
99,16.0,0.0,0.125,0.875,0.0
